	name	code
0	深中华A	000017
1	华天酒店	000428
2	鑫茂科技	000836
3	中 小 板	159902
4	创业板	159915
5	恒生ETF	159920
6	广发医药	159938
7	华宝油气	162411
8	南方原油	501018
9	50ETF	510050
10	300ETF	510300
11	500ETF	510500
12	H股ETF	510900
13	国债ETF	511010
14	1000ETF	512100
15	环保ETF	512580
16	证券ETF	512880
17	传媒ETF	512980
18	黄金ETF	518880
19	宁波中百	600857
20	北京城乡	600861
21	航天电子	600879
22	建设银行	601939
