,date,code,name,status,holding_nav,holding_volume,holding_money,total_fee,holding_gain,history_gain
0,2020-02-24,006320,易方达安瑞短债C,卖出后,-6.2857,0.07,-101.17,0.0,100.73,0.0
1,2020-02-24,002086,大成景安短融债券E,卖出后,-7.2,-0.05,-360.57,0.0,360.93,0.0
2,2020-02-24,519153,新华纯债C,卖出后,6.3333,-0.03,-372.21,0.0,372.02,0.0
