	name	code
0	交银稳鑫短债债券A	006793
1	交银信用添利债券(LOF)	164902
2	交银主题优选	519700
3	交银纯债A/B	519718
4	交银双轮动A/B	519723
5	交银周期回报灵活配置混合A	519738
6	交银新回报灵活配置混合A	519752
7	交银多策略回报灵活配置混合A	519755
8	交银裕盈纯债债券A	519776
