,id,date,code,name,status,holding_nav,holding_volume,holding_money,holding_gain,history_gain,total_cash_dividend,total_fee,account,category1,category2,category3,categoryId
37,7.0,2020-03-25,159938,广发医药,卖出,1.167,9600.0,11206.74,993.6,0.0,0.0,5.08,华泰证券,A 股,行业股,全指医药,142
38,8.0,2018-06-28,512580,环保ETF,买入,0.877,33800.0,29656.04,0.0,0.0,0.0,5.93,华泰证券,A 股,行业股,中证环保,143
39,9.0,2018-08-20,512980,传媒ETF,买入,0.869,34100.0,29621.13,0.0,0.0,0.0,5.93,华泰证券,A 股,行业股,中证传媒,144
40,10.0,2018-10-15,512880,证券ETF,买入,0.783,32700.0,25591.98,0.0,0.0,0.0,5.12,华泰证券,A 股,行业股,证券公司,145
41,21.0,2020-03-13,518880,黄金ETF,卖出,2.268,2300.0,5216.93,1350.8,-369.0,0.0,4.1,华泰证券,商品,商品,黄金,611
42,1.0,2019-09-18,100038,富国沪深300指数增强,分额,1.3129,14624.61,19200.0,0.0,0.0,0.0,23.01,天天基金,A 股,大盘股,沪深300,113
43,2.0,2019-09-20,161017,富国中证500,分额,1.3432,9529.81,12800.0,0.0,0.0,0.0,19.18,天天基金,A 股,中小盘股,中证500,121
44,3.0,2019-12-02,000478,建信中证500指数增强A,初始化,1.9396,3299.64,6400.0,0.0,0.0,0.0,9.59,天天基金,A 股,中小盘股,中证500,121
45,7.0,2020-03-02,100032,富国中证红利指数增强,分额,0.9168,72337.79,66320.0,0.0,0.0,0.0,99.36,天天基金,A 股,红利价值,中证红利,131
46,8.0,2018-12-27,000968,广发养老指数A,买入,0.9167,63490.0,58200.0,0.0,0.0,0.0,69.76,天天基金,A 股,行业股,养老产业,141
47,9.0,2018-10-15,001180,广发医药卫生联接A,买入,0.7451,41014.88,30560.0,0.0,0.0,0.0,36.62,天天基金,A 股,行业股,全指医药,142
48,10.0,2018-10-15,001064,广发中证环保ETF联接A,初始化,0.4775,13403.92,6400.0,0.0,0.0,0.0,7.67,天天基金,A 股,行业股,中证环保,143
49,12.0,2020-02-26,001469,广发中证全指金融地产联接A,买入,0.947,27031.68,25600.0,0.0,0.0,0.0,30.68,天天基金,A 股,行业股,金融地产,147
50,15.0,2020-03-19,000071,华夏恒生ETF联接A,买入,1.3653,16626.05,22700.0,0.0,0.0,0.0,27.2,天天基金,海外新兴,香港,恒生,211
51,16.0,2019-05-30,164906,交银中证海外中国互联网指数,买入,1.1443,16778.47,19200.0,0.0,0.0,0.0,23.01,天天基金,海外新兴,海外互联,海外互联网,221
52,17.0,2020-03-19,050025,博时标普500ETF联接A,初始化,1.9457,3289.25,6400.0,0.0,0.0,0.0,7.67,天天基金,海外成熟,美国,标普500,313
53,19.0,2020-03-18,000614,华安德国30(DAX)联接,买入,1.0042,41627.14,41800.0,0.0,0.0,0.0,50.1,天天基金,海外成熟,德国,德国30,321
54,21.0,2019-06-24,340001,兴全可转债混合,分额,0.9886,32370.29,32000.0,0.0,0.0,0.0,31.95,天天基金,债券,国内债券,可转债,512
55,22.0,2019-07-31,110027,易方达安心回报债券A,买入,1.5931,20086.63,32000.0,0.0,0.0,0.0,25.6,天天基金,债券,国内债券,可转债,512
56,25.0,2019-03-28,162411,华宝标普油气上游股票,买入,0.5152,37267.45,19200.0,0.0,0.0,0.0,28.77,天天基金,商品,商品,原油,613
57,26.0,2020-03-09,501018,南方原油A,初始化,0.7171,8925.34,6400.0,0.0,0.0,0.0,7.67,天天基金,商品,商品,原油,613
58,,2019-05-16,001051,华夏上证50ETF联接A,买入,0.8966,1338.46,1200.0,0.0,0.0,0.0,1.44,天天基金母,A 股,大盘股,上证50,111
59,,2019-09-18,100038,富国量化沪深300,分额,1.3043,2760.12,3600.0,0.0,0.0,0.0,4.32,天天基金母,A 股,大盘股,沪深300,113
60,,2019-05-15,000051,华夏沪深300ETF联接A,初始化,1.2285,325.61,400.0,0.0,0.0,0.0,0.48,天天基金母,A 股,大盘股,沪深300,113
61,,2020-02-26,162711,广发中证500ETF联接A,卖出,1.0451,9368.45,9790.79,64.277,0.0,0.0,13.48,天天基金母,A 股,中小盘股,中证500,121
62,,2019-09-20,161017,富国中证500,分额,1.3249,2046.97,2712.11,87.89,0.0,87.89,4.2,天天基金母,A 股,中小盘股,中证500,121
63,,2020-02-04,000478,建信中证500指数增强A,买入,1.9358,413.27,800.0,0.0,0.0,0.0,1.2,天天基金母,A 股,中小盘股,中证500,121
64,,2019-12-16,162413,华宝中证1000指数分级,分额,0.776,1546.42,1200.0,0.0,0.0,0.0,1.44,天天基金母,A 股,中小盘股,中证1000,123
65,,2020-03-02,100032,富国中证红利指数增强,分额,0.9137,10068.96,9200.0,0.0,0.0,0.0,13.8,天天基金母,A 股,红利价值,中证红利,131
66,,2018-12-27,000968,广发养老指数A,买入,0.853,6096.21,5200.0,0.0,0.0,0.0,6.24,天天基金母,A 股,行业股,养老产业,141
67,,2020-03-25,001180,广发医药卫生联接A,卖出,0.6927,6187.76,4286.06,115.485,0.0,0.0,7.31,天天基金母,A 股,行业股,全指医药,142
68,,2019-01-31,001064,广发中证环保ETF联接A,买入,0.5378,5949.77,3200.0,0.0,0.0,0.0,3.84,天天基金母,A 股,行业股,中证环保,143
69,,2020-03-09,004752,广发中证传媒ETF联接A,卖出,0.7083,3988.79,2825.3,61.378,0.0,0.0,4.97,天天基金母,A 股,行业股,中证传媒,144
70,,2019-07-08,502010,易方达证券公司分级,分额,0.8062,496.13,400.0,0.0,0.0,0.0,0.4,天天基金母,A 股,行业股,证券公司,145
71,,2020-02-26,001469,广发中证全指金融地产联接A,买入,0.9471,1267.08,1200.0,0.0,0.0,0.0,1.44,天天基金母,A 股,行业股,金融地产,147
72,,2020-03-19,000071,华夏恒生ETF联接A,买入,1.3488,889.71,1200.0,0.0,0.0,0.0,1.44,天天基金母,海外新兴,香港,恒生,211
73,,2019-05-30,164906,交银中证海外中国互联网指数,买入,1.1369,1407.29,1600.0,0.0,0.0,0.0,1.92,天天基金母,海外新兴,海外互联,海外互联网,221
74,,2020-03-19,050025,博时标普500ETF联接A,买入,2.1006,380.85,800.0,0.0,0.0,0.0,0.96,天天基金母,海外成熟,美国,标普500,313
75,,2020-03-13,000614,华安德国30(DAX)联接,买入,1.0253,2730.84,2800.0,0.0,0.0,0.0,3.36,天天基金母,海外成熟,德国,德国30,321
76,,2019-12-02,110027,易方达安心回报债券A,买入,1.6101,1981.84,3191.0,9.0,0.0,9.0,2.56,天天基金母,债券,国内债券,可转债,512
77,,2019-06-24,340001,兴全可转债混合,分额,0.9815,1630.08,1600.0,0.0,0.0,0.0,1.6,天天基金母,债券,国内债券,可转债,512
78,,2020-03-13,000216,华安黄金易ETF联接A,卖出,0.8811,366.9,323.27,77.23,0.0,0.0,0.96,天天基金母,商品,商品,黄金,611
79,,2020-02-04,162411,华宝标普油气上游股票,买入,0.4404,4541.16,2000.0,0.0,0.0,0.0,3.0,天天基金母,商品,商品,原油,613
80,,2020-03-09,501018,南方原油A,初始化,0.7171,557.83,400.0,0.0,0.0,0.0,0.48,天天基金母,商品,商品,原油,613
81,1.0,2018/4/26,001064,广发中证环保产业A,买入,0.7172,16731.88,12000.0,0.0,0.0,0.0,14.37,支付宝,A 股,行业股,中证环保,143
82,1.0,2019-04-09,501050,华夏上证50AH优选指数,买入,1.2636,247.91,313.26,0.0,0.0,0.0,0.47,螺丝钉,A 股,大盘股,50AH,112
83,2.0,2020-03-30,519671,银河沪深300价值指数,买入,1.4231,3899.26,5548.9,0.0,0.0,0.0,6.64,螺丝钉,A 股,大盘股,300价值,114
84,3.0,2019-12-06,310398,申万菱信沪深300价值指数,分额,1.4374,64.5,92.71,6.75,0.0,6.75,0.12,螺丝钉,A 股,大盘股,300价值,114
85,4.0,2020-03-30,530015,建信深证基本面60ETF联接A,买入,2.1325,1220.14,2601.99,0.0,0.0,0.0,3.9,螺丝钉,A 股,大盘股,基本面60,115
86,5.0,2019-12-03,070023,嘉实深证基本面120联接,买入,1.7987,1363.37,2452.28,0.0,0.0,0.0,2.8,螺丝钉,A 股,大盘股,基本面120,116
87,6.0,2020-02-18,003318,景顺长城中证500低波动,买入,0.9403,4586.65,4312.69,0.0,0.0,0.0,5.14,螺丝钉,A 股,中小盘股,500低波动,122
88,7.0,2020-03-16,090010,大成中证红利指数,买入,1.6502,3303.75,5451.89,0.0,0.0,0.0,6.54,螺丝钉,A 股,红利价值,中证红利,131
89,9.0,2019-12-10,000968,广发中证养老,买入,0.9589,1067.42,1023.51,0.0,0.0,0.0,1.21,螺丝钉,A 股,行业股,养老产业,141
90,11.0,2020-03-30,001594,天弘中证银行指数A,买入,1.1814,1443.38,1705.17,0.0,0.0,0.0,1.72,螺丝钉,A 股,行业股,中证银行,146
91,12.0,2020-03-30,161725,招商中证白酒指数,买入,0.8312,300.61,249.87,0.0,0.0,0.0,0.24,螺丝钉,A 股,行业股,全指消费,148
92,13.0,2020-03-23,501021,华宝香港中小,买入,1.3401,2489.89,3336.63,0.0,0.0,0.0,3.33,螺丝钉,海外新兴,香港,香港中小,213
93,14.0,2020-03-30,006327,易方达中概互联50ETF联接人民币A,买入,1.1619,929.23,1079.7,0.0,0.0,0.0,1.3,螺丝钉,海外新兴,海外互联,海外互联网,221
94,15.0,2020-03-30,164906,交银中证海外中国互联网指数,买入,1.1985,500.24,599.56,0.0,0.0,0.0,0.71,螺丝钉,海外新兴,海外互联,海外互联网,221
95,16.0,2020-03-23,040046,华安纳斯达克100指数,买入,2.294,253.87,582.38,0.0,0.0,0.0,0.7,螺丝钉,海外成熟,美国,纳斯达克,312
96,17.0,2020-03-30,161128,易方达标普信息科技,买入,1.6977,136.17,231.17,0.0,0.0,0.0,0.28,螺丝钉,海外成熟,美国,信息科技,315
97,,2019-04-09,501050,华夏上证50AH优选指数,买入,1.284,142.1,182.45,0.0,0.0,0.0,0.28,螺丝钉母,A 股,大盘股,50AH,112
98,,2020-03-30,519671,银河沪深300价值指数,买入,1.4199,1553.77,2206.23,0.0,0.0,0.0,2.67,螺丝钉母,A 股,大盘股,300价值,114
99,,2019-12-06,310398,申万菱信沪深300价值指数,分额,1.4372,25.8,37.08,2.7,0.0,2.7,0.05,螺丝钉母,A 股,大盘股,300价值,114
100,,2020-03-30,530015,建信深证基本面60ETF联接A,买入,2.1382,485.77,1038.65,0.0,0.0,0.0,1.58,螺丝钉母,A 股,大盘股,基本面60,115
101,,2019-12-03,070023,嘉实深证基本面120联接,买入,1.7992,528.99,951.74,0.0,0.0,0.0,1.02,螺丝钉母,A 股,大盘股,基本面120,116
102,,2020-02-18,003318,景顺长城中证500低波动,买入,0.9407,1797.43,1690.81,0.0,0.0,0.0,2.01,螺丝钉母,A 股,中小盘股,500低波动,122
103,,2020-03-16,090010,大成中证红利指数,买入,1.6542,1325.41,2192.53,0.0,0.0,0.0,2.62,螺丝钉母,A 股,红利价值,中证红利,131
104,,2019-12-10,000968,广发中证养老,买入,0.9588,426.97,409.39,0.0,0.0,0.0,0.48,螺丝钉母,A 股,行业股,养老产业,141
105,,2020-03-30,001594,天弘中证银行指数A,买入,1.177,594.27,699.43,0.0,0.0,0.0,0.7,螺丝钉母,A 股,行业股,中证银行,146
106,,2020-03-30,161725,招商中证白酒指数,买入,0.8286,140.72,116.6,0.0,0.0,0.0,0.11,螺丝钉母,A 股,行业股,全指消费,148
