,date,code,name,status,holding_nav,holding_volume,holding_money,total_fee,holding_gain,history_gain,category1,category2,category3,categoryId
0,2020-03-03,519153,新华纯债C,清仓,0,0,0,3.61,0.0,0.0,债券,国内债券,纯债,511
1,2020-03-03,006320,易方达安瑞短债C,清仓,0,0,0,0.36,0.0,0.0,债券,国内债券,纯债,511
2,2020-03-03,002086,大成景安短融债券E,清仓,0,0,0,0.0,0.0,0.0,债券,国内债券,纯债,511
