,date,code,name,status,holding_nav,holding_volume,holding_money,total_fee,holding_gain,history_gain,category1,category2,category3,categoryId
0,2020-03-19,002147,长安鑫益增强混合C,卖出,1.2118,47862.0,57811.86,0.0,189.077,0.0,混合型,股债混合,偏债,412
1,2020-03-19,007749,民生加银鹏程混合C,卖出,1.0618,36337.6,38499.4,0.0,84.235,0.0,混合型,股债混合,偏债,412
2,2020-03-19,485011,工银双利债券B,卖出,1.5536,12644.87,19644.58,0.0,0.633,0.0,混合型,股债混合,偏债,412
3,2020-03-19,006060,鹏扬泓利债券C,卖出,1.0843,18000.52,19508.89,0.0,8.958,0.0,混合型,股债混合,偏债,412
4,2020-03-19,001338,安信稳健增值混合C,卖出,1.3439,14459.61,19419.39,0.0,12.589,0.0,混合型,股债混合,偏债,412
